,acc_id,acc_date,acc_state,acc_city,fix_port,source,bus_type,industry_sector,device_category,device_type,tradename_or_generic,manufacturer,num_injured,age_youngest,gender,acc_desc,injury_desc,report,category,mechanical,op_error,employee,notes,year,Address
2711,914767,2005-08-15,NJ,South Toms River,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,Hollingsworth (ADCO),1,56.0,M,Slipped coming down exit steps to Sponge Bob hit right foot hurting 4 toes and hit lower left back. Did not want to be transported.,0,0,Load/Unload: scrape or stumble,False,False,False,Inadvertent Rider Mishap,2005,"South Toms River, NJ"
970,920276,2007-05-22,CA,Clovis,F,California Division of Occupational Safety and Health,Water park,water park,wave device,Wave pool,wave pool,0,1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2007,"Clovis, CA"
1685,917568,2006-07-17,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,Mine Train,Arrow Dynamics,1,15.0,M,Patron experienced neck pain after riding attraction. Normal ride operation.,0,0,Body pain (normal motion),False,False,False,0,2006,"Anaheim, CA"
11627,905916,2000-06-29,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,cars & track rides,Car ride,kiddie car ride,Bertazzon 3B SLR,1,5.0,F,"Guest states, ""I tripped when I got out of the car.""",Contusion,0,Load/Unload: scrape or stumble,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
8292,901054,2001-10-06,TX,0,F,Texas Dept. of Insurance,Amusement park,amusement ride,spinning,Sizzler/scrambler,Scrambler,Eli Bridge Co.,1,40.0,F,Caught finger on lapbar while exiting ride,Fracture,0,Load/Unload: hit or pinched by restraint,False,False,False,0,2001,"0, TX"
618,917169,2007-07-26,OK,0,F,Oklahoma Dept. of Labor,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,Sally Corporation,1,0.0,M,Patron was poked in the finger by an exposed wire on the control cable for the laser gun.,Minor injury to finger,0,Impact: hit something within ride vehicle,True,False,False,wire was replaced,2007,"0, OK"
3427,915529,2005-06-07,NJ,Jackson,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,Accelerator Coaster,Intamin AG,1,13.0,U,Guest stated while on ride he bumped his chin on the safety harness. Upon exiting the ride he could feel a cut on his chin.,0,0,Impact: hit something within ride vehicle,True,False,False,Product failure,2005,"Jackson, NJ"
6614,911295,2002-08-25,NJ,Atlantic City,F,New Jersey Dept. of Community Affairs,Family entertainment center,recreation,go-kart,Go-kart,go kart,0,1,13.0,F,On Go-Karts hit from side hitting his head on inside roof. Car #2 removed from track.,Cut over left eye,0,Collision: patron-controlled vehicles,False,False,False,0,2002,"Atlantic City, NJ"
384,916222,2007-08-30,NJ,Seaside Heights,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Mat slide,mat slide,Waterworld Products Inc.,1,0.0,U,Opt. was in flume D on Patriots Plunge. Pt. stated he hit his face when he landed at the bottom.,0,0,Impact: hit something in participatory attraction,False,False,False,Inadvertent Rider Mishap,2007,"Seaside Heights, NJ"
825,913903,2007-06-21,KY,0,F,Kentucky Department of Agriculture,Amusement park,unknown,unknown,Unknown,unidentified,0,1,0.0,U,Bit inside of mouth,Bit inside of mouth,0,Unknown (not enough info),False,False,False,0,2007,"0, KY"
3267,914604,2005-06-26,NJ,Seaside Heights,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Mat slide,mat slide,Waterworld Products Inc.,1,13.0,M,"Scrape on right elbow. First Aide, gause and bandaid.",0,0,Impact: hit something in participatory attraction,False,False,False,0,2005,"Seaside Heights, NJ"
2674,918817,2005-08-19,CA,Los Angeles,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,other attraction,Simulator,motion simulator,Intamin AG,1,23.0,F,Guest complained of chest pains that increased after riding attraction.,chest pains,0,Body pain (normal motion),False,False,False,0,2005,"Los Angeles, CA"
2373,911433,2005-12-03,TX,0,F,Texas Dept. of Insurance,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,"Premier Rides, Inc.",1,12.0,M,Sitting on rope in queue line and fell backwards,Laceration,0,Injured in queue or exit,False,False,False,No confirmed outside medical,2005,"0, TX"
10658,905086,2000-08-25,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,water ride,Flume ride,flume ride,Intamin AG,1,5.0,F,Patron's father stated they were coming down hill on ride and he was trying to prevent his daughter from sliding forward. He lost his grip causing himself to press the injured against the front of boat.,Patron's wind was knocked out,0,Collision: patrons collided within vehicle,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
7067,910941,2002-07-24,NJ,Jackson,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,LIM shuttle loop coaster,"Premier Rides, Inc.",1,28.0,M,Patron stated when ride stopped and disembarked he became anxious and just walked off ride.  He also stated he had prior history of knee pain and complained of left knee pain.,Left Knee Discomfort,0,Body pain (normal motion),False,False,False,0,2002,"Jackson, NJ"
1293,916386,2006-09-09,TX,0,F,Texas Dept. of Insurance,Amusement park,amusement ride,cars & track rides,Car ride,antique cars,Arrow Dynamics,1,3.0,F,Laceration,"When car stopped, guest struck dashboard",0,Abrupt stop/drop/lurch,False,False,False,0,2006,"0, TX"
11753,906020,2000-06-22,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,Togo,1,23.0,F,"Guest stated after exiting ride, noted abrasions to left forearm.",Minor abrasion to left forearm,0,Impact: hit something within ride vehicle,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
923,917112,2007-06-02,FL,0,F,Florida Dept. of Agriculture,Amusement park,water park,water slide,Water slide - undefined,waterslide,0,1,8.0,M,Eight year old male received a cut to head after tripping and falling down on platform.,0,0,Load/Unload: scrape or stumble,False,False,False,PATRON-FAILED TO FOLLOW INSTRUCTIONS,2007,"0, FL"
5221,910197,2003-08-26,NJ,Seaside Park,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,other attraction,Walk-through,fun house,Show Me Manufacturing Co.,1,4.0,U,Fell outside in front of ride. Lost balance and cut back on cotter pin under slide. Non ride related. Mother called 911-EMT arrived and cleaned cut.,Cut on back,0,Load/Unload: scrape or stumble,False,False,False,Investigated by State Officials,2003,"Seaside Park, NJ"
4139,911845,2004-08-07,WI,0,P,"Wisconsin Dept. of Commerce, Safety and Building Division",Carnival or rental,amusement ride,other attraction,Sky ride/ski lift,Sky Glider,"O.D. Hopkins Associates, Inc.",1,0.0,M,Man with history of seizures climbed out of car on Skyglider and fell approximately 40 feet.,"Broken leg, injury to lumbar spine.",https://saferparksdata.org/sites/default/files/accident_reports/WI_911845.pdf,Fall: ejection/fall from ride,False,False,False,0,2004,"0, WI"
2712,916633,2005-08-15,PA,0,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,0,1,0.0,F,Patron tore a ligament in her ankle when she slipped exiting the boat and fell feet first into the trough.,Torn ligament in ankle,0,Load/Unload: scrape or stumble,False,False,False,0,2005,"0, PA"
5945,912001,2003-06-09,FL,Destin,F,Florida Dept. of Agriculture,Water park,water park,water slide,Tube slide,tube slide,0,1,42.0,F,A 42 year old female complained of neck pain after riding the water ride. She was unable to state how the neck pain started.,Neck pain.,0,Body pain (normal motion),False,False,False,No discrepancies were found during a follow up inspection.,2003,"Destin, FL"
8163,909442,2002-02-16,TX,0,P,Texas Dept. of Insurance,Carnival or rental,recreation,play equipment,Play structure,Raiders,"Wisdom Industries, Ltd.",1,4.0,M,Cut ear while running across wire bridge.,Cut,0,Impact: hit something in participatory attraction,False,False,False,Supplement,2002,"0, TX"
4893,919813,2004-04-14,CA,Santa Clara,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Swing ride,Flying Scooters,Larson International Inc.,1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2004,"Santa Clara, CA"
9813,907310,2001-06-17,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,LIM shuttle loop coaster,"Premier Rides, Inc.",1,0.0,F,Patron felt neck discomfort after ride.,Neck Pain,0,Body pain (normal motion),False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
10467,900711,2000-10-06,TX,0,P,Texas Dept. of Insurance,Carnival or rental,amusement ride,other attraction,Walk-through,fun house,Morgan,1,6.0,F,Landed wrong on moving belt.,Landed wrong on belt; complained over pain in mid-back region,0,Fall: in climb or play area,False,False,False,0,2000,"0, TX"
3979,914421,2004-08-24,NJ,Garfield,F,New Jersey Dept. of Community Affairs,Water park,water park,water slide,Mat slide,racing slide,Pro Slide,1,10.0,M,"Hit slide in lane 3, treated with antibiotie ointment and guaze. Had been riding slide severl times before on same day. Tried to go faster, went over top of mat, apparently rider could not recall what he did differently.",0,0,"Fall: patron fell off inner tube, mat or board",False,False,False,Inadvertent Rider Mishap,2004,"Garfield, NJ"
7967,909509,2002-05-18,TX,0,P,Texas Dept. of Insurance,Carnival or rental,amusement ride,spinning,Sizzler/scrambler,Sizzler,"Wisdom Industries, Ltd.",1,0.0,F,Slipped exiting vehicle.,Bumped,0,Load/Unload: scrape or stumble,False,False,False,Ride probably moved while patron getting out,2002,"0, TX"
9111,906866,2001-07-25,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,recreation,go-kart,Go-kart,go kart,"Formula K Raceway, Inc.",1,40.0,F,Guest was bumped by another driver at the end of the ride.,Contusion,0,Collision: patron-controlled vehicles,False,False,False,Rider Hit by Others,2001,"0, NJ"
7636,919438,2002-06-20,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,In-house,1,55.0,F,Guest states she injured her back while riding.,Injury to back.  Treated at local hospital (pain medication).,0,Body pain (normal motion),False,False,False,0,2002,"Anaheim, CA"
5167,918384,2003-09-05,CA,Carlsbad,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - family/kiddie,family/kiddie coaster,Vekoma,1,0.0,F,Guest rode on coaster 4-5 times. On the last ride she was seated in the last row and felt a pinch in her neck  when the train left the animation area. She called today 9/12/03 and stated that she had seen her doctor on 9/11/03 and that she does have a pinched nerve in her neck.,pinched nerve in neck,0,Body pain (normal motion),False,False,False,0,2003,"Carlsbad, CA"
11644,905931,2000-06-28,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,other attraction,Simulator,Mad House,Vekoma,1,9.0,F,Guest stated the lap bar struck his knee when it came down.,Right knee pain,0,Load/Unload: hit or pinched by restraint,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
4901,918682,2004-04-10,CA,Ontario,F,California Division of Occupational Safety and Health,Family entertainment center,amusement ride,spinning,Sizzler/scrambler,Scrambler,Eli Bridge Co.,1,10.0,M,Guest was stepping onto the 1st step of the Scrambler when his foot slipped off and he hit his head on the step.,head injury,0,Load/Unload: scrape or stumble,False,False,False,0,2004,"Ontario, CA"
8293,906342,2001-10-06,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,LIM shuttle loop coaster,"Premier Rides, Inc.",1,12.0,F,Patron felt left side neck discomfort after exiting the ride.,Neck Pain,0,Body pain (normal motion),False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
856,913932,2007-06-15,PA,0,F,Pennsylvania Dept. of Agriculture,Amusement park,water park,aquatic play,Aquatic play area,water play structure,0,1,11.0,F,Patron complained of lacerations to the left middle and ring fingers.,Lacerations to left middle and ring fingers,0,Impact: hit something in participatory attraction,False,False,False,0,2007,"0, PA"
5856,909696,2003-06-21,TX,NEW BRAUNFELS,F,Texas Dept. of Insurance,Water park,water park,water slide,Water coaster,water coaster waterslide,0,1,29.0,F,While riding leg bounced on tube.,Pain to right knee,0,Impact: hit something in participatory attraction,False,False,False,Precautionary transport for further evaluation by a physician.,2003,"NEW BRAUNFELS, TX"
4355,914169,2004-07-16,NJ,Seaside Heights,F,New Jersey Dept. of Community Affairs,Amusement park,water park,float attraction,Lazy river,lazy river,Air-Tech Systems Inc.,1,9.0,M,Pt. Was walking in river and did not see depth change sign and slipped.,0,0,Fall: in climb or play area,False,False,False,Inadvertent Rider Mishap,2004,"Seaside Heights, NJ"
946,916050,2007-05-27,NJ,South Toms River,F,New Jersey Dept. of Community Affairs,Amusement park,recreation,go-kart,Go-kart,go kart,Webber Engineering Co.,1,33.0,M,"Ride was over, cars were parking, Kevin got out of car after being told to stay in car until all cars are parked. He then walked between parked cars and was hurt when another car hit parked cars.",0,0,Collision: patron-controlled vehicles,False,False,False,"Misbehavior of Rider, Rider Hit by Others",2007,"South Toms River, NJ"
9938,907376,2001-06-09,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,recreation,go-kart,Go-kart,go kart,"J & J Amusements, Inc",1,13.0,F,Patron wlaked between two Go-Carts and bumped right leg on car.,1st degree burn to right leg,0,Burn (includes friction burn),False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
1070,916837,2007-03-16,FL,0,P,Florida Dept. of Agriculture,Carnival or rental,unknown,unknown,Unknown,super ride,0,1,9.0,F,"Not following instructions: The brother of a nine year old female pulled lap bar down on sister's hand, receiving bruised finger.  Investigation not conducted due to ride and company had already left the state.",Bruised fingers,0,Load/Unload: hit or pinched by restraint,False,False,False,PATRON-FAILED TO FOLLOW INSTRUCTIONS,2007,"0, FL"
2864,917207,2005-08-01,CA,San Diego,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,pendulum,Spinning pendulum,Revolution,"Chance Manufacturing, Inc.",1,17.0,F,"While riding ***, guest became frightened. Guest asked for the ride to be stopped. Possible panic attack of seizure. Guest requested to be taken to the hospital.",0,0,Illness: Seizure or LOC,False,False,False,0,2005,"San Diego, CA"
35,919164,2008-09-01,CA,San Diego,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Spinning cups/tubs,tea cups,I.E. Park,1,6.0,F,Guest was spinning and fell off to the side and hit floor.,Small laceration and missing baby tooth on lower bite.  Treated at local hospital.,0,"Fall: patron fell from seat, but not carrier",False,False,False,0,2008,"San Diego, CA"
